name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
LORENZ,2295,14501,5.38,50626.02,95.09,0.43,0.72,0.34,0.99,2.43
VALLEJO,2296,14484,5.37,50631.39,6.59,0.39,1.88,0.29,0.60,90.26
STARKEY,2297,14483,5.37,50636.76,90.40,5.53,0.51,0.84,1.28,1.44
KITCHEN,2298,14478,5.37,50642.13,81.20,14.55,0.43,0.84,1.62,1.37
REAVES,2299,14465,5.36,50647.49,58.22,38.28,0.28,0.35,1.73,1.15
DEMARCO,2300,14463,5.36,50652.85,95.91,0.63,0.35,0.13,0.97,2.01
FARRAR,2301,14451,5.36,50658.21,81.93,13.81,0.45,0.35,1.85,1.62
STEARNS,2302,14444,5.35,50663.56,92.56,3.01,0.57,0.80,1.13,1.92
MICHAUD,2303,14408,5.34,50668.90,93.18,2.77,0.47,0.53,1.82,1.23
HIGGINBOTHAM,2304,14404,5.34,50674.24,90.31,6.54,0.39,0.40,1.08,1.28
FERNANDES,2305,14385,5.33,50679.58,60.23,5.12,9.27,0.34,13.24,11.80
ISAACS,2306,14379,5.33,50684.91,85.60,8.47,0.92,1.11,2.27,1.63
MARION,2307,14364,5.32,50690.23,73.57,21.14,0.58,0.99,1.62,2.10
GUILLORY,2308,14351,5.32,50695.55,50.99,43.29,0.24,0.35,2.72,2.41
PRIEST,2309,14350,5.32,50700.87,89.99,5.78,0.49,0.79,1.44,1.52
MEEHAN,2310,14348,5.32,50706.19,95.95,0.25,0.56,0.31,0.93,1.99
OLIVEIRA,2311,14341,5.32,50711.51,76.70,1.58,1.00,0.12,13.41,7.20
PALMA,2312,14339,5.32,50716.82,27.16,0.96,5.66,0.32,1.04,64.85
OSWALD,2313,14332,5.31,50722.13,96.29,0.66,0.40,0.29,0.83,1.53
GALVEZ,2314,14311,5.31,50727.44,5.41,0.52,6.48,0.27,0.87,86.44
LOOMIS,2314,14311,5.31,50732.74,95.84,0.39,0.41,0.49,1.27,1.60
LIND,2316,14302,5.30,50738.05,90.64,1.29,0.84,1.23,1.50,4.50
MENA,2317,14299,5.30,50743.35,8.28,0.90,0.72,0.23,0.70,89.17
STCLAIR,2318,14296,5.30,50748.65,87.09,7.10,0.45,2.01,1.72,1.63
HINDS,2319,14291,5.30,50753.94,67.26,26.56,0.43,0.64,2.34,2.76
REARDON,2320,14287,5.30,50759.24,95.70,1.14,0.43,0.20,1.05,1.47
ALLEY,2321,14285,5.30,50764.53,92.94,3.21,0.42,0.43,1.53,1.48
BARTH,2322,14283,5.29,50769.83,96.07,0.94,0.41,0.30,0.85,1.43
CROOK,2323,14279,5.29,50775.12,85.01,11.13,0.47,0.83,1.28,1.29
BLISS,2324,14273,5.29,50780.41,93.79,1.74,0.68,0.87,1.46,1.46
NAGEL,2325,14270,5.29,50785.70,96.29,0.30,0.65,0.40,0.93,1.44
BANUELOS,2326,14260,5.29,50790.99,3.30,0.10,0.23,0.27,0.22,95.88
PARISH,2327,14250,5.28,50796.27,82.72,11.65,0.79,1.56,1.65,1.63
HARMAN,2328,14237,5.28,50801.55,95.10,1.32,0.51,0.40,1.31,1.37
DOUGLASS,2329,14236,5.28,50806.83,84.41,12.03,0.47,0.27,1.35,1.46
KEARNS,2330,14234,5.28,50812.10,93.97,2.56,0.64,0.28,1.24,1.31
NEWCOMB,2331,14230,5.28,50817.38,94.53,1.70,0.59,0.44,1.60,1.15
MULLIGAN,2332,14229,5.27,50822.65,93.34,3.23,0.61,0.27,0.94,1.61
COUGHLIN,2333,14226,5.27,50827.93,96.96,0.21,0.49,0.15,0.80,1.39
WAY,2334,14222,5.27,50833.20,82.18,12.61,1.48,0.70,1.32,1.71
FOURNIER,2335,14221,5.27,50838.47,93.81,0.78,0.46,0.49,1.12,3.35
LAWLER,2336,14194,5.26,50843.73,91.27,5.11,0.58,0.28,1.25,1.50
KAMINSKI,2337,14190,5.26,50848.99,97.17,0.26,0.38,0.14,0.84,1.21
BARBOUR,2338,14188,5.26,50854.25,75.23,20.64,0.42,0.38,1.80,1.53
SOUSA,2339,14183,5.26,50859.51,87.17,0.78,0.67,0.21,5.34,5.84
STUMP,2340,14171,5.25,50864.76,95.38,0.67,0.29,1.38,1.11,1.16
ALANIZ,2341,14169,5.25,50870.01,6.45,0.17,0.11,0.18,0.25,92.84
IRELAND,2342,14168,5.25,50875.27,90.22,6.37,0.32,0.51,1.38,1.20
RUDD,2343,14167,5.25,50880.52,82.85,12.78,0.45,1.08,1.31,1.52
CARNES,2344,14158,5.25,50885.77,89.94,5.72,0.46,0.91,1.55,1.43
LUNDY,2344,14158,5.25,50891.01,69.18,26.44,0.47,0.72,1.86,1.32
GODINEZ,2346,14152,5.25,50896.26,4.35,0.11,0.70,0.20,0.23,94.42
PULIDO,2347,14151,5.25,50901.51,4.91,0.20,3.91,0.20,0.48,90.29
DENNISON,2348,14132,5.24,50906.75,84.92,7.47,0.59,3.59,1.78,1.66
BAUMANN,2349,14131,5.24,50911.98,96.52,0.39,0.39,0.25,0.97,1.49
BURDICK,2349,14131,5.24,50917.22,95.58,0.38,0.45,0.64,1.43,1.52
DOVE,2351,14106,5.23,50922.45,79.39,16.87,0.45,0.55,1.31,1.43
STODDARD,2352,14096,5.23,50927.68,93.18,3.25,0.38,0.26,1.28,1.65
LIANG,2353,14095,5.22,50932.90,1.60,(S),96.35,(S),1.40,0.52
DENT,2354,14082,5.22,50938.12,59.27,36.91,0.37,0.45,1.56,1.44
ROARK,2355,14073,5.22,50943.34,95.22,1.25,0.28,0.72,1.32,1.20
BOWSER,2356,14071,5.22,50948.55,76.26,20.42,0.31,0.30,1.47,1.24
MCMAHAN,2356,14071,5.22,50953.77,92.63,3.89,0.34,0.58,1.12,1.44
PARNELL,2358,14069,5.22,50958.99,79.21,16.94,0.30,0.82,1.47,1.26
MAYBERRY,2359,14060,5.21,50964.20,72.75,23.29,0.27,0.55,1.90,1.24
WAKEFIELD,2360,14058,5.21,50969.41,83.00,12.50,0.60,0.61,1.74,1.55
ARNDT,2361,14052,5.21,50974.62,95.99,0.18,0.51,0.46,1.34,1.53
OGLE,2362,14050,5.21,50979.83,93.34,2.33,0.33,1.00,1.52,1.47
WORTHINGTON,2363,14038,5.20,50985.03,89.17,6.78,0.40,0.66,1.40,1.59
DURBIN,2364,14034,5.20,50990.23,95.28,1.10,0.41,0.42,1.20,1.59
ESCALANTE,2365,14032,5.20,50995.43,6.36,0.54,1.82,1.50,0.84,88.93
PEDERSON,2366,14030,5.20,51000.64,96.09,0.23,0.50,0.75,1.30,1.14
WELDON,2367,14025,5.20,51005.83,82.47,13.04,0.53,0.62,1.62,1.71
VICK,2368,14009,5.19,51011.03,84.45,11.93,0.53,0.52,1.25,1.33
KNOTT,2369,14008,5.19,51016.22,85.38,10.92,0.46,0.49,1.36,1.39
RYDER,2370,14004,5.19,51021.41,93.54,2.87,0.54,0.57,1.15,1.32
ZARATE,2371,14000,5.19,51026.60,4.76,0.21,2.30,0.17,0.45,92.11
IRVING,2372,13997,5.19,51031.79,54.10,40.28,0.41,1.64,1.85,1.71
CLEMENS,2373,13995,5.19,51036.98,92.55,3.74,0.58,0.40,1.32,1.41
SHELLEY,2373,13995,5.19,51042.17,87.30,9.00,0.59,0.60,1.23,1.29
SALTER,2375,13991,5.19,51047.35,71.94,24.19,0.44,0.70,1.36,1.37
JACK,2376,13990,5.19,51052.54,63.33,26.57,1.02,5.48,2.12,1.49
CLOUD,2377,13985,5.18,51057.72,71.42,16.52,0.40,7.01,2.75,1.91
DASILVA,2378,13978,5.18,51062.90,70.58,4.83,1.07,0.20,14.42,8.91
MUHAMMAD,2379,13972,5.18,51068.08,2.48,86.09,4.40,0.38,4.80,1.85
SQUIRES,2380,13969,5.18,51073.26,90.23,5.66,0.55,0.47,1.59,1.50
RAPP,2381,13951,5.17,51078.43,95.78,1.29,0.52,0.27,0.96,1.18
DAWKINS,2382,13940,5.17,51083.60,35.59,60.55,0.19,0.24,2.07,1.36
POLANCO,2383,13938,5.17,51088.77,4.56,0.65,0.46,0.28,0.51,93.54
CHATMAN,2384,13935,5.17,51093.93,14.53,81.12,0.19,0.22,2.50,1.43
MAIER,2385,13929,5.16,51099.10,96.26,0.24,0.46,0.33,1.05,1.66
YAZZIE,2386,13915,5.16,51104.25,1.44,0.10,0.05,96.10,1.37,0.93
GRUBER,2387,13903,5.15,51109.41,95.57,0.63,0.47,0.79,1.29,1.24
STATON,2388,13898,5.15,51114.56,68.16,28.37,0.32,0.54,1.35,1.26
BLACKMAN,2389,13897,5.15,51119.71,61.08,33.94,0.47,0.64,1.94,1.94
MCDONNELL,2390,13892,5.15,51124.86,95.59,0.92,0.50,0.27,1.09,1.63
DYKES,2391,13891,5.15,51130.01,82.45,14.10,0.27,0.45,1.22,1.51
LAWS,2391,13891,5.15,51135.16,73.33,22.82,0.40,0.52,1.61,1.32
WHITTEN,2393,13876,5.14,51140.30,87.79,8.26,0.30,0.51,1.49,1.64
PFEIFFER,2394,13870,5.14,51145.45,96.85,0.18,0.61,0.32,0.79,1.24
VIDAL,2395,13867,5.14,51150.59,16.58,2.47,3.87,0.07,1.18,75.82
EARLY,2396,13855,5.14,51155.72,75.77,20.54,0.38,0.75,1.40,1.15
KELSEY,2397,13849,5.13,51160.86,85.05,9.76,0.68,1.46,1.55,1.49
BAUGHMAN,2398,13847,5.13,51165.99,95.99,0.72,0.36,0.45,1.12,1.36
DIAS,2398,13847,5.13,51171.12,55.19,4.93,4.38,0.35,6.90,28.24
STARNES,2400,13844,5.13,51176.25,90.13,7.02,0.29,0.45,1.00,1.11
CRESPO,2401,13835,5.13,51181.38,10.73,1.09,0.93,0.07,0.56,86.62
KILPATRICK,2402,13832,5.13,51186.51,82.73,13.19,0.34,0.67,1.63,1.45
LOMBARDI,2402,13832,5.13,51191.64,96.31,0.25,0.37,0.11,0.85,2.12
DEATON,2404,13829,5.13,51196.76,95.38,0.90,0.30,0.70,1.14,1.58
SATTERFIELD,2405,13824,5.12,51201.89,85.00,11.15,0.35,0.82,1.42,1.25
WILES,2406,13810,5.12,51207.01,90.73,5.79,0.42,0.57,1.25,1.25
WEINSTEIN,2407,13809,5.12,51212.13,96.85,0.14,0.56,0.06,0.93,1.46
ROWAN,2408,13803,5.12,51217.24,88.57,7.05,0.55,0.77,1.35,1.72
DELOSSANTOS,2409,13802,5.12,51222.36,4.86,0.31,15.31,0.16,1.42,77.94
HAMBY,2409,13802,5.12,51227.48,93.10,2.75,0.41,0.88,1.33,1.52
ESTEP,2411,13793,5.11,51232.59,94.50,2.25,0.28,0.59,1.22,1.16
DAIGLE,2412,13784,5.11,51237.70,94.45,2.92,0.29,0.43,0.99,0.91
ELAM,2413,13776,5.11,51242.81,69.83,26.13,0.51,0.70,1.53,1.30
CREECH,2414,13770,5.10,51247.91,92.22,4.79,0.33,0.55,1.16,0.94
CHAVIS,2415,13744,5.09,51253.01,29.72,40.18,0.34,23.36,3.08,3.31
HECK,2415,13744,5.09,51258.10,94.61,1.83,0.41,0.64,1.19,1.33
ECHOLS,2417,13741,5.09,51263.19,49.76,45.94,0.27,0.57,2.11,1.36
FOSS,2418,13737,5.09,51268.29,95.10,1.22,0.51,0.83,1.08,1.25
TRAHAN,2419,13733,5.09,51273.38,87.60,8.75,0.44,0.71,1.08,1.41
STRAUSS,2420,13719,5.09,51278.46,94.98,1.61,0.46,0.25,0.88,1.82
VANHORN,2421,13716,5.08,51283.55,92.97,3.19,0.41,0.35,1.20,1.88
WINSLOW,2422,13713,5.08,51288.63,85.48,10.76,0.49,0.36,1.48,1.43
REA,2423,13708,5.08,51293.71,78.52,1.05,1.13,0.42,1.23,17.65
FAIRCHILD,2424,13700,5.08,51298.79,93.15,2.64,0.49,0.51,1.45,1.76
HEATON,2424,13700,5.08,51303.87,94.93,1.48,0.39,0.51,1.26,1.43
MINTON,2426,13667,5.07,51308.94,91.15,5.58,0.35,0.60,1.01,1.32
HITCHCOCK,2427,13664,5.07,51314.00,92.02,4.41,0.36,0.56,1.27,1.39
LINTON,2428,13660,5.06,51319.06,72.88,22.04,0.37,1.27,1.43,2.01
HANDY,2429,13655,5.06,51324.13,58.57,35.79,0.45,0.40,1.73,3.07
CROUSE,2430,13654,5.06,51329.19,95.63,0.94,0.53,0.75,1.09,1.05
COLES,2431,13641,5.06,51334.24,45.51,49.14,0.55,0.34,2.68,1.77
FOY,2432,13630,5.05,51339.30,75.22,20.70,0.73,0.37,1.36,1.61
UPTON,2432,13630,5.05,51344.35,89.66,5.77,0.45,0.85,1.83,1.44
HERRINGTON,2434,13628,5.05,51349.40,87.86,9.08,0.33,0.47,1.06,1.20
HWANG,2435,13610,5.05,51354.45,1.18,(S),96.63,(S),1.60,0.37
MCCLELLAND,2435,13610,5.05,51359.49,85.63,10.52,0.40,0.45,1.34,1.66
RECTOR,2437,13609,5.04,51364.54,89.66,6.43,0.27,0.76,1.20,1.68
LUTHER,2438,13601,5.04,51369.58,91.18,3.04,1.02,2.10,1.15,1.51
KRUGER,2439,13599,5.04,51374.62,95.99,0.26,0.42,0.49,0.99,1.85
SALCEDO,2440,13593,5.04,51379.66,5.82,0.35,5.11,0.26,0.74,87.71
CHANCE,2441,13586,5.04,51384.69,77.51,16.97,0.66,1.29,1.90,1.67
GUNDERSON,2442,13583,5.04,51389.73,95.71,0.27,0.71,0.70,1.15,1.47
THARP,2443,13578,5.03,51394.76,93.92,2.47,0.39,0.41,1.40,1.41
GRIFFITHS,2444,13563,5.03,51399.79,88.83,7.48,0.53,0.28,1.33,1.55
GRAF,2445,13558,5.03,51404.82,95.82,0.92,0.53,0.15,0.89,1.70
BRANHAM,2446,13550,5.02,51409.84,88.54,7.37,0.33,1.41,1.36,0.99
HUMPHREYS,2447,13548,5.02,51414.86,91.78,3.68,0.34,0.80,1.31,2.08
RENNER,2448,13547,5.02,51419.88,95.92,0.72,0.35,0.39,0.84,1.78
LIMA,2449,13539,5.02,51424.90,46.38,3.14,1.79,0.06,7.90,40.73
ROONEY,2450,13527,5.01,51429.92,95.59,1.21,0.43,0.35,0.89,1.54
MOYA,2451,13526,5.01,51434.93,8.16,0.72,2.26,0.42,0.59,87.85
ALMEIDA,2452,13523,5.01,51439.94,58.44,2.35,2.53,0.19,7.53,28.96
GAVIN,2453,13515,5.01,51444.95,78.36,17.25,0.53,0.27,1.22,2.38
COBURN,2454,13514,5.01,51449.96,87.15,8.78,0.44,0.56,1.43,1.64
OUELLETTE,2455,13498,5.00,51454.97,96.98,0.12,0.25,0.50,1.19,0.96
GOETZ,2456,13495,5.00,51459.97,96.37,0.11,0.46,0.63,1.10,1.33
SEAY,2457,13492,5.00,51464.97,70.60,25.88,0.39,0.51,1.56,1.07
PARROTT,2458,13473,4.99,51469.97,85.69,11.08,0.39,0.36,1.08,1.40
HARMS,2459,13468,4.99,51474.96,95.95,0.90,0.42,0.30,1.07,1.37
ROBB,2460,13455,4.99,51479.95,91.22,5.25,0.39,0.39,1.26,1.49
STOREY,2461,13450,4.99,51484.93,86.01,9.43,0.51,0.57,1.26,2.24
BARBOSA,2462,13433,4.98,51489.91,23.09,2.25,1.38,0.13,8.32,64.83
BARRAZA,2463,13430,4.98,51494.89,4.15,0.13,0.25,0.27,0.25,94.95
LOYD,2464,13422,4.98,51499.87,76.42,17.57,0.44,0.87,1.57,3.13
MERCHANT,2465,13421,4.98,51504.84,68.66,15.23,11.12,0.50,2.44,2.06
DONOHUE,2466,13416,4.97,51509.81,96.21,0.39,0.49,0.18,1.10,1.63
CARRIER,2467,13413,4.97,51514.79,88.46,7.74,0.41,0.78,1.30,1.30
DIGGS,2468,13405,4.97,51519.75,26.34,68.73,0.38,0.39,2.64,1.52
CHASTAIN,2469,13403,4.97,51524.72,95.51,0.54,0.31,0.82,1.45,1.38
SHERRILL,2470,13389,4.96,51529.69,84.05,11.20,1.25,0.64,1.49,1.37
WHIPPLE,2471,13387,4.96,51534.65,86.81,7.22,0.39,2.54,1.45,1.59
BRASWELL,2472,13383,4.96,51539.61,72.34,24.22,0.34,0.34,1.32,1.44
WEATHERS,2473,13376,4.96,51544.57,61.77,33.55,0.34,0.64,2.06,1.64
LINDER,2474,13375,4.96,51549.53,85.55,11.10,0.30,0.46,1.14,1.46
CHAPA,2475,13370,4.96,51554.48,8.38,0.19,0.91,0.22,0.34,89.96
BOCK,2476,13369,4.96,51559.44,95.65,0.54,0.62,0.22,1.19,1.79
OH,2477,13366,4.95,51564.39,2.00,(S),95.68,(S),1.80,0.33
LOVELACE,2478,13359,4.95,51569.35,73.07,22.70,0.40,0.76,1.65,1.42
SAAVEDRA,2479,13358,4.95,51574.30,6.51,0.23,2.04,0.46,0.43,90.34
FERRARA,2480,13357,4.95,51579.25,95.15,0.43,0.39,0.15,1.11,2.77
CALLAWAY,2481,13354,4.95,51584.20,80.90,15.28,0.31,0.65,1.34,1.51
SALMON,2482,13328,4.94,51589.14,75.07,13.89,1.09,0.54,2.00,7.42
TEMPLETON,2483,13299,4.93,51594.07,91.01,4.76,0.34,0.63,1.33,1.92
CHRISTY,2484,13295,4.93,51599.00,90.16,4.91,1.01,0.97,1.33,1.62
HARP,2484,13295,4.93,51603.93,85.09,10.11,0.40,1.05,1.77,1.59
DOWD,2486,13279,4.92,51608.85,90.44,5.42,0.68,0.66,1.27,1.54
FORRESTER,2487,13276,4.92,51613.77,87.12,9.33,0.35,0.52,1.40,1.28
LAWTON,2488,13272,4.92,51618.69,75.64,20.31,0.68,0.34,1.69,1.35
EPSTEIN,2489,13269,4.92,51623.61,97.05,(S),0.47,(S),0.95,1.32
GANT,2490,13268,4.92,51628.53,47.19,48.29,0.32,0.54,2.34,1.32
TIERNEY,2491,13262,4.92,51633.44,97.23,0.30,0.40,0.16,0.71,1.21
SEAMAN,2492,13260,4.92,51638.36,94.25,1.17,0.66,0.54,1.53,1.85
CORRAL,2493,13252,4.91,51643.27,7.14,0.37,0.79,0.27,0.33,91.10
DOWDY,2494,13249,4.91,51648.18,78.53,17.70,0.19,0.82,1.34,1.43
ZARAGOZA,2495,13245,4.91,51653.09,4.30,0.22,2.08,0.24,0.54,92.61
MORRISSEY,2496,13244,4.91,51658.00,96.29,0.59,0.44,0.16,1.01,1.51
ELLER,2497,13243,4.91,51662.91,94.89,1.59,0.33,0.87,1.02,1.30
CHAU,2498,13238,4.91,51667.82,1.58,0.20,94.12,0.08,2.52,1.51
BREEN,2499,13237,4.91,51672.73,90.05,6.44,0.67,0.23,1.07,1.54
HIGH,2500,13236,4.91,51677.63,71.52,24.08,0.76,0.73,1.52,1.40
NEWBERRY,2501,13233,4.91,51682.54,88.04,8.15,0.36,0.50,1.47,1.48
BEAM,2502,13230,4.90,51687.44,93.78,3.16,0.34,0.47,1.11,1.14
YANCEY,2503,13226,4.90,51692.34,65.78,30.26,0.30,0.45,1.86,1.35
JARRELL,2504,13224,4.90,51697.25,90.29,6.96,0.42,0.19,1.28,0.86
CERDA,2505,13215,4.90,51702.15,5.57,0.17,0.26,0.33,0.32,93.36
ELLSWORTH,2506,13213,4.90,51707.04,92.29,2.88,0.57,1.02,1.22,2.03
LOFTON,2507,13212,4.90,51711.94,38.91,56.24,0.26,1.20,1.80,1.58
THIBODEAUX,2508,13199,4.89,51716.83,81.08,15.85,0.15,0.48,1.20,1.23
POOL,2509,13194,4.89,51721.73,85.69,7.48,0.52,0.76,1.34,4.21
RINEHART,2510,13192,4.89,51726.62,95.21,1.57,0.28,0.50,1.09,1.35
ARTEAGA,2511,13185,4.89,51731.50,4.17,0.25,0.20,0.24,0.39,94.76
MARLOW,2511,13185,4.89,51736.39,88.78,6.59,0.40,0.82,1.32,2.09
HACKER,2513,13178,4.89,51741.28,95.25,1.12,0.36,0.61,1.36,1.30
WILL,2514,13177,4.88,51746.16,91.17,5.32,0.52,0.39,1.21,1.39
MACKENZIE,2515,13174,4.88,51751.04,94.50,1.11,0.71,0.26,1.41,2.02
HOOK,2516,13171,4.88,51755.93,91.75,4.00,0.92,0.56,1.29,1.47
GILLILAND,2517,13170,4.88,51760.81,95.09,1.06,0.46,0.56,1.37,1.46
EMMONS,2518,13162,4.88,51765.69,92.91,3.18,0.55,0.34,1.44,1.57
PICKERING,2519,13154,4.88,51770.56,90.06,5.28,0.52,0.91,1.44,1.79
MEDLEY,2520,13152,4.88,51775.44,73.14,23.01,0.27,0.43,1.80,1.35
ANDREW,2521,13145,4.87,51780.31,75.79,12.94,1.16,4.23,1.55,4.32
WILLEY,2521,13145,4.87,51785.18,94.82,1.86,0.38,0.57,1.14,1.23
SHELL,2523,13143,4.87,51790.06,77.39,18.17,0.44,1.34,1.37,1.29
RANDLE,2524,13133,4.87,51794.93,27.69,68.20,0.25,0.25,2.32,1.28
BRINKLEY,2525,13121,4.86,51799.79,69.43,27.18,0.22,0.50,1.49,1.19
PRUETT,2526,13113,4.86,51804.65,93.98,1.87,0.53,0.43,1.43,1.75
TOBIAS,2526,13113,4.86,51809.51,60.32,13.15,3.32,0.23,1.30,21.67
EDMONDSON,2528,13107,4.86,51814.37,74.83,20.98,0.41,0.50,1.44,1.83
GRIER,2529,13098,4.86,51819.23,40.53,56.06,0.34,0.23,1.70,1.15
ASKEW,2530,13095,4.85,51824.08,48.44,48.32,0.26,0.32,1.49,1.17
BATISTA,2530,13095,4.85,51828.93,17.33,1.36,0.27,0.09,2.86,78.08
SALDIVAR,2530,13095,4.85,51833.79,5.36,0.27,1.24,0.27,0.55,92.31
MOELLER,2533,13094,4.85,51838.64,96.82,0.15,0.50,0.25,0.80,1.48
AUGUSTINE,2534,13093,4.85,51843.50,71.68,18.61,2.60,2.23,2.05,2.83
CHAVARRIA,2534,13093,4.85,51848.35,5.38,0.53,0.21,0.79,0.44,92.66
TROYER,2536,13091,4.85,51853.20,98.28,0.24,0.21,0.19,0.49,0.60
LAYNE,2537,13084,4.85,51858.05,81.42,14.37,0.47,0.36,1.60,1.78
MCNULTY,2538,13080,4.85,51862.90,94.08,2.78,0.60,0.19,0.91,1.44
SHANK,2539,13070,4.85,51867.75,94.12,2.65,0.48,0.40,0.99,1.35
DESAI,2540,13057,4.84,51872.59,2.90,0.25,91.72,0.28,4.43,0.42
HERRMANN,2541,13056,4.84,51877.43,96.88,0.24,0.49,0.35,0.97,1.07
HEMPHILL,2542,13054,4.84,51882.26,63.54,32.46,0.41,0.45,1.70,1.44
BEARDEN,2543,13051,4.84,51887.10,90.15,6.11,0.28,0.68,1.37,1.41
SPEAR,2544,13049,4.84,51891.94,88.69,7.47,0.48,0.60,1.41,1.35
KEENER,2545,13046,4.84,51896.78,92.10,3.87,0.46,1.35,1.10,1.12
HOLGUIN,2546,13039,4.83,51901.61,7.19,0.17,0.18,0.74,0.51,91.22
CULP,2547,13035,4.83,51906.44,87.76,8.49,0.51,0.49,1.14,1.61
BRADEN,2548,13032,4.83,51911.27,86.01,9.77,0.43,0.74,1.61,1.44
BRISCOE,2549,13030,4.83,51916.10,57.34,37.42,0.31,0.94,2.16,1.83
BALES,2550,13028,4.83,51920.93,93.69,1.15,0.64,1.03,1.62,1.87
GARVIN,2551,13027,4.83,51925.76,70.85,24.26,0.55,0.95,1.59,1.81
STOCKTON,2552,13015,4.82,51930.59,86.00,8.72,0.37,0.87,2.02,2.02
ABREU,2553,13012,4.82,51935.41,16.37,0.72,1.16,0.15,2.27,79.33
SUGGS,2553,13012,4.82,51940.23,59.02,37.33,0.15,0.42,1.71,1.35
MCCARTNEY,2555,13011,4.82,51945.06,93.75,2.44,0.51,0.35,1.53,1.41
FERRER,2556,13010,4.82,51949.88,14.60,1.64,18.42,0.11,1.48,63.76
RHOADS,2557,13008,4.82,51954.70,95.36,0.88,0.48,0.63,1.35,1.30
HA,2558,12988,4.81,51959.52,2.98,0.67,93.85,0.06,1.95,0.49
NEVAREZ,2559,12979,4.81,51964.33,4.55,0.17,0.20,0.27,0.33,94.48
SINGLETARY,2559,12979,4.81,51969.14,46.21,50.20,0.25,0.32,1.69,1.32
CHONG,2561,12976,4.81,51973.95,3.23,1.58,82.77,0.05,5.51,6.86
ALCALA,2562,12972,4.81,51978.76,5.98,0.50,1.49,0.15,0.48,91.40
CHENEY,2563,12970,4.81,51983.56,92.18,2.84,0.61,1.15,1.42,1.80
WESTFALL,2564,12968,4.81,51988.37,95.30,0.92,0.68,0.38,1.30,1.43
DAMICO,2565,12966,4.81,51993.18,95.76,0.22,0.40,0.12,1.06,2.44
SNODGRASS,2566,12963,4.81,51997.98,94.85,1.82,0.34,0.59,1.24,1.16
DEVRIES,2567,12958,4.80,52002.79,96.49,0.32,0.68,0.17,0.96,1.38
LOONEY,2568,12955,4.80,52007.59,85.99,9.53,0.31,1.24,1.52,1.41
HEIN,2569,12953,4.80,52012.39,95.91,0.28,0.77,0.26,1.08,1.70
LYLE,2570,12951,4.80,52017.19,84.77,11.40,0.36,0.46,1.44,1.58
LOCKETT,2571,12943,4.80,52021.99,23.16,72.98,0.28,0.30,1.94,1.34
JACQUES,2572,12942,4.80,52026.79,69.43,17.92,0.67,0.37,2.94,8.66
BARKLEY,2573,12940,4.80,52031.58,75.36,20.68,0.46,0.68,1.43,1.39
WAHL,2574,12933,4.79,52036.38,95.62,0.43,0.90,0.36,1.26,1.44
APONTE,2575,12905,4.78,52041.16,7.65,1.45,0.26,0.07,0.47,90.10
MYRICK,2576,12896,4.78,52045.94,66.24,29.61,0.32,0.81,1.55,1.47
BOLIN,2577,12895,4.78,52050.72,91.81,2.57,0.35,1.41,1.71,2.16
HOLM,2578,12894,4.78,52055.50,95.99,0.70,0.50,0.48,1.08,1.25
SLACK,2579,12893,4.78,52060.28,85.61,10.95,0.46,0.33,1.14,1.51
MARTINO,2580,12889,4.78,52065.06,90.37,2.55,0.40,0.08,1.19,5.42
SCHERER,2580,12889,4.78,52069.84,96.83,0.22,0.49,0.35,0.83,1.29
BACHMAN,2582,12887,4.78,52074.62,96.30,0.61,0.59,0.35,1.00,1.15
ELY,2583,12884,4.78,52079.39,89.87,6.19,0.47,0.65,1.36,1.45
NESBITT,2584,12878,4.77,52084.17,62.57,34.07,0.41,0.26,1.40,1.28
MARROQUIN,2585,12874,4.77,52088.94,5.54,0.19,0.24,0.19,0.38,93.45
BOUCHARD,2586,12870,4.77,52093.71,96.43,0.40,0.33,0.55,1.12,1.17
MAST,2587,12869,4.77,52098.48,97.27,0.49,0.33,0.13,0.64,1.13
JAMESON,2588,12868,4.77,52103.25,86.29,8.53,0.69,1.09,1.33,2.07
HILLS,2589,12867,4.77,52108.02,66.82,29.18,0.54,0.61,1.47,1.38
MIRELES,2590,12863,4.77,52112.79,5.75,0.16,0.18,0.26,0.37,93.28
BUENO,2591,12845,4.76,52117.55,7.26,0.34,6.15,0.38,1.11,84.76
PEASE,2592,12828,4.76,52122.30,92.94,2.34,0.47,1.52,1.36,1.38
VITALE,2593,12826,4.75,52127.06,95.67,(S),0.48,(S),1.17,2.35
ALARCON,2594,12821,4.75,52131.81,6.69,0.35,2.69,0.21,0.54,89.52
LINARES,2595,12799,4.74,52136.56,6.34,0.35,0.34,0.14,0.30,92.52
SCHELL,2596,12785,4.74,52141.30,94.60,1.64,0.52,0.48,1.34,1.41
LIPSCOMB,2597,12775,4.74,52146.03,58.11,38.18,0.27,0.38,2.00,1.06
ARRIAGA,2598,12765,4.73,52150.76,5.05,0.27,0.27,0.22,0.37,93.83
BOURGEOIS,2598,12765,4.73,52155.49,90.22,6.85,0.24,0.28,0.98,1.43
BONDS,2600,12763,4.73,52160.23,48.86,46.63,0.27,0.38,2.37,1.48
MARKHAM,2600,12763,4.73,52164.96,89.67,5.74,0.64,0.53,1.83,1.58
IVY,2602,12760,4.73,52169.69,57.84,37.01,0.63,0.58,2.16,1.78
