Judge Identification Number,Judge Last Name,Judge First Name,Judge Middle Name,Suffix,Birth month,Birth day,Birth year,Place of Birth (City),Place of Birth (State),Death month,Death day,Death year,Place of Death (City),Place of Death (State),Gender,Race or Ethnicity,Judge Identification Number,Court Name,Court Type,President name,Party Affiliation of President,Renominating President name,Party Affiliation of Renominating President,Nomination Date Senate Executive Journal,ABA Rating,Recess Appointment date,Vice last name (predecessor),Vice first name (predecessor),Authorization legislation,Referral date (referral to Judicial Committee),Report number,Committee action,Committee action date,Hearings,Senate voice vote,Senate vote Ayes/Nays,Senate Vote Date (Confirmation Date),Commission Date,Date of Service as Chief Judge (begin),Date of Service as Chief Judge (end),Second Date of Service as Chief Judge (begin),Second Date of Service as Chief Judge (end),Retirement from Active Service,Date of Termination,Termination specific reason,Judge Identification Number,Court Name (2),Court Type (2),President name (2),Party Affiliation of President (2),Renominating President name (2),Party Affiliation of Renominating President (2),Nomination Date Senate Executive Journal (2),ABA Rating (2),Recess Appointment date (2),Vice last name (predecessor) (2),Vice first name (predecessor) (2),Authorization legislation (2),referral date (referral to Judicial Committee) (2),Report number (2),committee action (2),Committee action date (2),Hearings (2),Senate voice vote (2),Senate vote Ayes/Nays (2),Senate Vote Date (Confirmation Date) (2),Commission Date (2),Date of Service as Chief Judge (begin) (2),Date of Service as Chief Judge (end) (2),Second Date of Service as Chief Judge (begin) (2),Second Date of Service as Chief Judge (end) (2),Retirement from Active Service (2),Date of Termination (2),Termination specific reason (2),Judge Identification Number,Court Name (3),Court Type (3),President name (3),Party Affiliation of President (3),Renominating President name (3),Party Affiliation of Renominating President (3),Nomination Date Senate Executive Journal (3),ABA Rating (3),Recess Appointment date (3),Vice last name (predecessor) (3),Vice first name (predecessor) (3),Authorization legislation (3),referral date (referral to Judicial Committee) (3),Report number (3),committee action (3),Committee action date (3),Hearings (3),Senate voice vote (3),Senate vote Ayes/Nays (3),Senate Vote Date (Confirmation Date) (3),Commission Date (3),Date of Service as Chief Judge (begin) (3),Date of Service as Chief Judge (end) (3),Second Date of Service as Chief Judge (begin) (3),Second Date of Service as Chief Judge (end) (3),Retirement from Active Service (3),Date of Termination (3),Termination specific reason (3),Judge Identification Number,Court Name (4),Court Type (4),President name (4),Party Affiliation of President (4),Renominating President name (4),Party Affiliation of Renominating President (4),Nomination Date Senate Executive Journal (4),ABA Rating (4),Recess Appointment date (4),Vice last name (predecessor) (4),Vice first name (predecessor) (4),Authorization legislation (4),referral date (referral to Judicial Committee) (4),Report number (4),committee action (4),Committee action date (4),Hearings (4),Senate voice vote (4),Senate vote Ayes/Nays (4),Senate Vote Date (Confirmation Date) (4),Commission Date (4),Date of Service as Chief Judge (begin) (4),Date of Service as Chief Judge (end) (4),Second Date of Service as Chief Judge (begin) (4),Second Date of Service as Chief Judge (end) (4),Retirement from Active Service (4),Date of Termination (4),Termination specific reason (4),Judge Identification Number,Court Name (5),Court Type (5),President name (5),Party Affiliation of President (5),Renominating President name (5),Party Affiliation of Renominating President (5),Nomination Date Senate Executive Journal (5),ABA Rating (5),Recess Appointment date (5),Vice last name (predecessor) (5),Vice first name (predecessor) (5),Authorization legislation (5),referral date (referral to Judicial Committee) (5),Report number (5),committee action (5),Committee action date (5),Hearings (5),Senate voice vote (5),Senate vote Ayes/Nays (5),Senate Vote Date (Confirmation Date) (5),Commission Date (5),Date of Service as Chief Judge (begin) (5),Date of Service as Chief Judge (end) (5),Second Date of Service as Chief Judge (begin) (5),Second Date of Service as Chief Judge (end) (5),Retirement from Active Service (5),Date of Termination (5),Termination specific reason (5),Judge Identification Number,Court Name (6),Court Type (6),President name (6),Party Affiliation of President (6),Nomination Date Senate Executive Journal (6),Renominating President name (6),Party Affiliation of Renominating President (6),ABA Rating (6),Recess Appointment date (6),Vice last name (predecessor) (6),Vice first name (predecessor) (6),Authorization legislation (6),referral date (referral to Judicial Committee) (6),Report number (6),committee action (6),Committee action date (6),Hearings (6),Senate voice vote (6),Senate vote Ayes/Nays (6),Senate Vote Date (Confirmation Date) (6),Commission Date (6),Date of Service as Chief Judge (begin) (6),Date of Service as Chief Judge (end) (6),Second Date of Service as Chief Judge (begin) (6),Second Date of Service as Chief Judge (end) (6),Retirement from Active Service (6),Date of Termination (6),Termination specific reason (6),Name of School,Degree,Degree year,Name of School (2),Degree (2),Degree year (2),Name of School (3),Degree (3),Degree year (3),Name of School (4),Degree (4),Degree year (4),Name of School (5),Degree  (5),Degree year (5),Employment text field,Bankruptcy and Magistrate service
2092,Sanborn,Arthur,Loomis, ,11,17,1850,Brasner Falls,NY,10,18,1920, , ,M,White,2092,"U. S. District Court, Western District of Wisconsin",USDC,Theodore Roosevelt,Republican,,,01/06/1905, ,,Bunn,Romanzo, ,01/06/1905, ,Reported With Recommendation,01/09/1905, ,Yes, ,01/09/1905,01/09/1905,,,,,,10/18/1920,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Wisconsin Law School,LL.B.,1880,,,,,,,,,,,,,"Register of deeds, Walworth County, Wisconsin, 1875-1879<BR>Private practice, 1880-1905<BR>",
2093,Sanborn,John,Benjamin, ,11,9,1883,St. Paul,MN,3,7,1964, , ,M,White,2093,"U. S. District Court, District of Minnesota",USDC,Calvin Coolidge,Republican,,,03/18/1925, ,,Booth,Wilbur Franklin, ,03/18/1925, ,Reported With Recommendation,03/18/1925, ,Yes, ,03/18/1925,03/18/1925,,,,,,02/02/1932,Appointment to Another Judicial Position,2093,U. S. Court of Appeals for the Eighth Circuit,USCA,Herbert Hoover,Republican,,,12/19/1931, ,,Booth,Wilbur Franklin, ,12/19/1931, ,Reported With Recommendation,01/18/1932, ,Yes, ,01/19/1932,01/23/1932,,,,,06/30/1959,03/07/1964,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Minnesota,B.A.,1905,St. Paul College of Law (now William Mitchell College of Law),LL.B.,1907,,,,,,,,,,"Private practice, St. Paul, Minnesota, 1907-1916<BR>State representative, Minnesota, 1913-1915<BR>Comptroller of insurance, State of Minnesota, 1917-1918, 1919-1920<BR>U.S. Army private, 1918-1919<BR>Member, Minnesota Tax Commission, 1920-1921<BR>Judge, Minnesota District Court, 1922-1925<BR>",
2094,Sanborn,Walter,Henry, ,10,19,1845,Epsom,NH,5,10,1928,St. Paul,MN,M,White,2094,U. S. Circuit Courts for the Eighth Circuit,USCC (1869),Benjamin Harrison,Republican,,,02/10/1892, ,,new, ,26 Stat. 826,02/10/1892, ,Reported With Recommendation,03/14/1892, ,Yes, ,03/17/1892,03/17/1892,,,,,,12/31/1911,Abolition of Court,2094,U. S. Court of Appeals for the Eighth Circuit,USCA,Benjamin Harrison,Republican,,,02/10/1892, ,,new, ,26 Stat. 826,02/10/1892, ,Reported With Recommendation,03/14/1892, ,Yes, ,03/17/1892,03/17/1892,,,,,,05/10/1928,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dartmouth College,A.B.,1867,Dartmouth College,A.M.,1870,Read law, ,1871,,,,,,,"High school teacher and principal, Milford, New Hampshire, 1867-1870<BR>Private practice, St. Paul, Minnesota, 1871-1892<BR>Alderman, St. Paul, Minnesota, 1878-80, 1885-1892",
3068,Sanchez,Juan,Ramon, ,,,1955,Vega Baja,Puerto Rico, , , , , ,M,Hispanic,3068,"U. S. District Court, Eastern District of Pennsylvania",USDC,George W. Bush,Republican,,,11/25/2003,Well Qualified,,Waldman,Jay C., ,11/25/2003, ,Reported With Recommendation,03/11/2004,2/11/2004,No,98/0,06/23/2004,06/24/2004,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City College of New York,B.A.,1978,University of Pennsylvania Law School,J.D.,1981,,,,,,,,,,"Staff attorney, Legal Aid of Chester County, Pennsylvania, 1981-1983<br>Private practice, West Chester, Pennsylvania, 1983-1997<br>Public defender, Chester County, Pennsylvania, 1983-1997<br>Judge, Court of Common Pleas of Chester County [Pennsylvania], 1998-2004",
2095,Sand,Leonard,Burke, ,,,1928,New York,NY, , , , , ,M,White,2095,"U. S. District Court, Southern District of New York",USDC,Jimmy Carter,Democratic,,,04/07/1978,Well Qualified,,Metzner,Charles M., ,04/07/1978, ,Reported With Recommendation,05/16/1978, ,Yes, ,05/17/1978,05/19/1978,,,,,07/01/1993,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York University School of Commerce,B.S.,1947,Harvard Law School,LL.B.,1951,,,,,,,,,,"U.S. Naval Reserve ensign, 1951-1953<BR>Law clerk, U.S. Department of Justice, 1952-1953<BR>Assistant U.S. attorney, Southern District of New York, 1953-1954<BR>Private practice, New York City, 1954-1956, 1960-1978<BR>Assistant to the solicitor general, U.S. Department of Justice, 1956-1959",
2096,Sanders,Harold,Barefoot,Jr.,2,5,1925,Dallas,TX,9,21,2008,Dallas,TX,M,White,2096,"U. S. District Court, Northern District of Texas",USDC,Jimmy Carter,Democratic,,,02/06/1979,Well Qualified,,new, ,92 Stat. 1629,02/06/1979, ,Reported With Recommendation,04/23/1979, ,Yes, ,04/24/1979,04/26/1979,1989,1995,,,01/01/1996,09/21/2008,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Texas,B.A.,1949,University of Texas School of Law,J.D.,1950,,,,,,,,,,"U.S. Naval Reserve lieutenant junior grade, 1943-1946<BR>Private practice, Dallas, Texas, 1950-1961, 1969-1979<BR>State representative, Texas, 1953-1959<BR>U.S. attorney for the Northern District of Texas, 1961-1965<BR>U.S. Department of Justice, 1965-1967; assistant deputy attorney general, 1965-1966; assistant attorney general, 1966-1967<BR>Legislative counsel, President Lyndon Johnson, 1967-1969<BR><BR>Nominated to U.S. Court of Appeals for the District of Columbia Circuit, September 25, 1968; no Senate vote<BR>Nominated to U.S. Court of Appeals for the District of Columbia Circuit, January 9, 1969; nomination withdrawn by president, January 23, 1969",
3091,Sandoval,Brian,Edward, ,,,1963,Redding,CA, , , , , ,M,Hispanic,3091,"U. S. District Court, District of Nevada",USDC,George W. Bush,Republican,,,03/01/2005,Well Qualified,,McKibben,Howard D., ,03/01/2005, ,Reported With Recommendation,10/20/2005,9/29/2005,No,89/0,10/24/2005,10/26/2005,,,,,,09/15/2009,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of Nevada, Reno",B.A.,1986,Ohio State University College of Law,J.D.,1989,,,,,,,,,,"Private practice, Nevada, 1989-2002<br>State assemblyman, Nevada, 1994-1998<br>Member, Nevada Gaming Commission, 1998-2001<br>Attorney general, State of Nevada, 2003-2005",
2097,Sands,W[illie],Louis, ,,,1949,Bradley,GA, , , , , ,M,African American,2097,"U. S. District Court, Middle District of Georgia",USDC,William J. Clinton,Democratic,,,02/09/1994,Well Qualified,,new, ,104 Stat. 5089,02/09/1994, ,Reported With Recommendation,05/05/1994, ,Yes, ,05/06/1994,05/09/1994,2001,2006,,,04/12/2014,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercer University,B.A.,1971,Mercer University School of Law,J.D.,1974,,,,,,,,,,"U.S. Army Reserve second lieutenant, Signal Corps, 1974<BR>U.S. Army Reserve, 1974-1980<BR>Assistant district attorney, Macon Judicial Circuit, Georgia, 1975-1978<BR>Assistant U.S. attorney, Middle District of Georgia, 1978-1987<BR>Private practice, Macon, Georgia, 1987-1991<BR>Judge, Superior Court of Georgia, Macon Judicial Circuit, 1991-1993",
2098,Sanford,Edward,Terry, ,7,23,1865,Knoxville,TN,3,8,1930,Washington,DC,M,White,2098,"U. S. District Court, Eastern District of Tennessee",USDC,Theodore Roosevelt,Republican,,,05/14/1908, ,,Clark,Charles D., ,05/14/1908, ,Reported Without Recommendation,05/18/1908, ,Yes, ,05/18/1908,05/18/1908,,,,,,02/05/1923,Appointment to Another Judicial Position,2098,"U. S. District Court, Middle District of Tennessee",USDC,Theodore Roosevelt,Republican,,,05/14/1908, ,,Clark,Charles D., ,05/14/1908, ,Reported Without Recommendation,05/18/1908, ,Yes, ,05/18/1908,05/18/1908,,,,,,02/05/1923,Appointment to Another Judicial Position,2098,Supreme Court of the United States,USSC,Warren G. Harding,Republican,,,01/24/1923, ,,Pitney,Mahlon, ,01/24/1923, ,Reported With Recommendation,01/29/1923, ,Yes, ,01/29/1923,01/29/1923,,,,,,03/08/1930,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Tennessee,"B.A., Ph.B.",1883,Harvard University,B.A.,1885,Harvard University,M.A.,1889,Harvard Law School,LL.B.,1889,,,,"Private practice, Knoxville, Tennessee, 1890-1907<BR>Lecturer, University of Tennessee School of Law, 1898-1907<BR>U.S. Department of Justice, 1905-1908; special assistant to the Attorney General of the United States, 1905-1907; assistant attorney general, 1907-1908","Allotment as Circuit Justice:<br>Fifth Circuit, February 19, 1923-March 8, 1930"
3567,Sannes,Brenda,Kay, ,,,1958,Billings,MT, , , , , ,F,White,3567,"U. S. District Court, Northern District of New York",USDC,Barack Obama,Democratic,,,05/08/2014,Well Qualified,,Mordue,Norman A., ,05/08/2014, ,Reported With Recommendation,07/17/2014,06/24/2014,No,96/0,11/20/2014,11/21/2014,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carleton College,B.A.,1980,University of Wisconsin Law School,J.D.,1983,,,,,,,,,,"Law clerk, Hon. Jerome Farris, U.S. Court of Appeals for the Ninth Circuit, 1983-1984<BR>Private practice, Los Angeles, California, 1984-1988<BR>Assistant U.S. attorney, Central District of California, 1988-1995; high intensity drug trafficking coordinator and deputy chief, Narcotics Section, 1994<BR>Assistant U.S. attorney, Northern District of New York, 1995-2014; chief, Appellate Division, 2005-2014; Syracuse office manager, 2010-2014",
2099,Sargus,Edmund,A.,Jr.,,,1953,Wheeling,WV, , , , , ,M,White,2099,"U. S. District Court, Southern District of Ohio",USDC,William J. Clinton,Democratic,,,12/22/1995,Well Qualified,,Rubin,Carl Bernard, ,12/22/1995, ,Reported With Recommendation,05/09/1996, ,Yes, ,07/22/1996,08/01/1996,2015,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brown University,A.B.,1975,Case Western Reserve University School of Law,J.D.,1978,,,,,,,,,,"Private practice, Bellaire and St. Clairsville, Ohio, 1978-1993<BR>Special counsel to the attorney general, State of Ohio, 1979-1993<BR>City councilman, St. Clairsville, Ohio, 1988-1991<BR>U.S. attorney for the Southern District of Ohio, 1993-1996",
2100,Saris,Patti,B., ,,,1951,Boston,MA, , , , , ,F,White,2100,"U. S. District Court, District of Massachusetts",USDC,William J. Clinton,Democratic,,,10/27/1993,Qualified,,Skinner,Walter Jay, ,10/27/1993, ,Reported Without Recommendation,11/18/1993, ,Yes, ,11/20/1993,11/24/1993,2013,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radcliffe College,B.A.,1973,Harvard Law School,J.D.,1976,,,,,,,,,,"Law clerk, Hon. Robert Braucher, Supreme Judicial Court of Massachusetts, 1976-1977<BR>Private practice, Boston, Massachusetts,  1977-1979, 1981-1982<BR>Staff counsel, U.S. Senate Committee on the Judiciary, 1979-1981<BR>Assistant U.S. attorney, District of Massachusetts, 1982-1986; chief, Civil Division, 1984-1986<BR>Associate justice, Massachusetts Superior Court, 1989-1993<BR>Chair, U.S. Sentencing Commission, 2010-","U.S. Magistrate, U.S. District Court, District of Massachusetts, 1986-1989"
2101,Sarokin,H.,Lee, ,,,1928,Perth Amboy,NJ, , , , , ,M,White,2101,"U. S. District Court, District of New Jersey",USDC,Jimmy Carter,Democratic,,,09/28/1979,Qualified,,Whipple,Lawrence A., ,09/28/1979, ,Reported With Recommendation,10/30/1979, ,Yes, ,10/31/1979,11/02/1979,,,,,,10/05/1994,Appointment to Another Judicial Position,2101,U. S. Court of Appeals for the Third Circuit,USCA,William J. Clinton,Democratic,,,05/05/1994,Well Qualified,,new, ,104 Stat. 5089,05/05/1994, ,Reported Without Recommendation,08/11/1994, ,Yes,63/35,10/04/1994,10/05/1994,,,,,,07/31/1996,Retirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dartmouth College,A.B.,1950,Harvard Law School,LL.B.,1953,,,,,,,,,,"Private practice, Newark, New Jersey, 1955-1979<BR>Assistant counsel, Union County, New Jersey, 1959-1965",
2102,Sater,John,Elbert, ,1,16,1854,New Haven,OH,7,18,1937, , ,M,White,2102,"U. S. District Court, Southern District of Ohio",USDC,Theodore Roosevelt,Republican,,,12/03/1907, ,03/18/1907,new, ,34 Stat. 928,12/03/1907, , ,, , , ,,,,,,,,05/30/1908,Recess Appointment-Not Confirmed,2102,"U. S. District Court, Southern District of Ohio",USDC,Theodore Roosevelt,Republican,,,12/08/1908, ,05/30/1908,Sater,John Elbert, ,12/08/1908, ,Reported With Recommendation,03/01/1909, ,Yes, ,03/01/1909,03/01/1909,,,,,,11/18/1924,Retirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marietta College,A.B.,1875,Marietta College,A.M.,1878,Read law, ,1884,,,,,,,"Superintendent of schools, Wauseon, Ohio, 1875-1881<BR>County school examiner, Fulton County, Ohio<BR>Chief clerk, Office of State Commissioner of Common Schools, Ohio, 1881-1884<BR>Member, Columbus [Ohio] Board of Education, 1885-1890; president, 1888-1889<BR><BR>Nominated to U.S. District Court for the Southern District of Ohio, December 3, 1907; no Senate vote",
2103,Saunders,Eugene,Davis, ,7,25,1853,Campbell County,VA,10,27,1914, ,VA,M,White,2103,"U. S. District Court, Eastern District of Louisiana",USDC,Theodore Roosevelt,Republican,,,02/11/1907, ,,Parlange,Charles, ,02/11/1907, ,Reported With Recommendation,02/18/1907, ,Yes, ,02/20/1907,02/20/1907,,,,,,02/08/1909,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Virginia School of Law,LL.B.,1873,,,,,,,,,,,,,"Private  practice, Galveston, Texas, 1873-1875<BR>Private practice, New Orleans, Louisiana, 1877-1907, 1909-<BR>Professor of law, Tulane University",
2104,Savage,Royce,H., ,3,31,1904,Blanco,OK,12,27,1993,Tulsa,OK,M,White,2104,"U. S. District Court, Northern District of Oklahoma",USDC,Franklin D. Roosevelt,Democratic,,,09/24/1940, ,,Kennamer,Franklin E., ,09/24/1940, ,Reported With Recommendation,09/26/1940, ,Yes, ,09/27/1940,10/01/1940,1949,1961,,,,10/31/1961,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Oklahoma,A.B.,1925,University of Oklahoma College of Law,LL.B.,1927,,,,,,,,,,"Private practice, Tulsa, Oklahoma, 1929-1938, 1969-<BR>Private practice, Oklahoma City, Oklahoma, 1938-1940<BR>General counsel, Gulf Oil Corporation, 1961-1969",
2947,Savage,Timothy,J., ,,,1946,Philadelphia,PA, , , , , ,M,White,2947,"U. S. District Court, Eastern District of Pennsylvania",USDC,George W. Bush,Republican,,,03/21/2002,Well Qualified,,Cahn,Edward N., ,, ,Reported With Recommendation,06/13/2002,5/23/2002,Yes, ,08/01/2002,08/01/2002,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assumption College,B.A.,1968,Temple University School of Law,J.D.,1971,,,,,,,,,,"Private practice, Pennsylvania, 1971-2002<br>Hearing examiner, Pennsylvania Liquor Control Board, 1976-2002",
2105,Sawtelle,William,Henry, ,8,27,1868,Tuscumbia,AL,12,17,1934, , ,M,White,2105,"U. S. District Court, District of Arizona",USDC,Woodrow Wilson,Democratic,,,08/06/1913, ,,Sloan,Richard E., ,08/06/1913, ,Reported With Recommendation,08/18/1913, ,Yes, ,08/18/1913,08/18/1913,,,,,,02/06/1931,Appointment to Another Judicial Position,2105,U. S. Court of Appeals for the Ninth Circuit,USCA,Herbert Hoover,Republican,,,01/08/1931, ,,Dietrich,Frank Sigel, ,01/08/1931, ,Reported With Recommendation,01/19/1931, ,Yes, ,01/22/1931,01/29/1931,,,,,,12/17/1934,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read law, ,1886,,,,,,,,,,,,,"Private practice, Tuscumbia, Alabama, 1886-1903<BR>Solicitor, Eighth Judicial Circuit, Alabama, 1892-1898<BR>Solicitor, Eleventh Judicial Circuit, Alabama, 1898-1903<BR>Private practice, Tuscon, Arizona, 1903-1913<BR>",
2106,Sawyer,Lorenzo, , ,5,23,1820,Jefferson County,NY,9,7,1891,San Francisco,CA,M,White,2106,U. S. Circuit Courts for the Ninth Circuit,USCC (1869),Ulysses Grant,Republican,,,12/08/1869, ,,new, ,16 Stat. 44,12/08/1869, ,Reported With Recommendation,12/22/1869, ,Yes, ,01/10/1870,01/10/1870,,,,,,09/07/1891,Death,2106,U. S. Court of Appeals for the Ninth Circuit,USCA,Assignment,Assignment,,,, ,,new, ,26 Stat. 826,, , ,, , , ,,06/16/1891,,,,,,09/07/1891,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western Reserve College (now Case Western Reserve University), , ,Read law, ,1846,,,,,,,,,,"Private practice, Chicago, Illinois, 1846-1848<BR>Private practice, Jefferson, Wisconsin, 1848-1850<BR>Private practice, Sacramento, California, 1850<BR>Private practice, Nevada City and San Francisco, California, 1850-1861<BR>City attorney, San Francisco, California, 1854-<BR>Private practice, San Francisco, California, and Virginia City, Nevada, 1861-1862<BR>Judge, California District Court, Twelfth Judicial District, 1862-1863<BR>Justice, Supreme Court of California, 1863-1869; chief justice, 1868-1869<BR>",
3055,Saylor,F.,Dennis,IV,,,1955,Royal Oak,MI, , , , , ,M,White,3055,"U. S. District Court, District of Massachusetts",USDC,George W. Bush,Republican,,,07/30/2003,Well Qualified,,Keeton,Robert E., ,07/30/2003, ,Reported With Recommendation,03/04/2004,11/12/03,No,89/0,06/01/2004,06/02/2004,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northwestern University,B.S.,1977,Harvard Law School,J.D.,1981,,,,,,,,,,"Private practice, Boston, Massachusetts, 1981-1987, 1993-2004<br>Assistant U.S. attorney, District of Massachusetts, 1987-1990<br>Special counsel and chief of staff to the assistant attorney general, Criminal Division, U.S. Department of Justice, 1990-1993","Judge, Foreign Intelligence Surveillance Court, 2011-present"
2107,Scalera,Ralph,Francis, ,6,28,1930,Midland,PA,1,27,2011,Brighton Township,PA,M,White,2107,"U. S. District Court, Western District of Pennsylvania",USDC,Richard M. Nixon,Republican,,,11/12/1971,Well Qualified,,Miller,John L., ,11/12/1971, ,Reported With Recommendation,11/23/1971, ,Yes, ,11/23/1971,11/30/1971,,,,,,05/01/1976,Resignation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard University,A.B.,1952,University of Pennsylvania Law School,LL.B.,1955,,,,,,,,,,"U.S. Army, 1955-1957<BR>Private practice, Beaver, Pennsylvania, 1957-1959, 1961-1964, 1970-1971<BR>Assistant U.S. attorney, Western District of Pennsylvania, 1959-1961<BR>Judge, Court of Common Pleas of Beaver County [Pennsylvania], 1964-1970; presiding judge, 1966-1970<BR>Private practice, Pittsburgh, Pennsylvania, 1976-",
