year,tract_name,geo_id,english_only_population_5_and_over,white,total_population,asian,adults_25_to_64_with_bachelors_degree,median_age,total_households,foreign_born_population,population_5_and_over,median_household_income,owner_occupied_homes_median_value,below_poverty_line,black,hispanic,state,county,tract
2010,"Census Tract 9.08, Stanislaus County, California",14000US06099000908,3533,3033,5413,215,2619,32.2,1875,605,4807,56016,309300,1081,215,5413,06,099,000908
2010,"Census Tract 9.09, Stanislaus County, California",14000US06099000909,3300,2824,4804,104,2147,31.4,1783,501,4530,43955,238600,550,0,4804,06,099,000909
2010,"Census Tract 9.10, Stanislaus County, California",14000US06099000910,5103,4353,7281,346,3684,30.6,2394,837,6675,43309,245600,1217,620,7281,06,099,000910
2010,"Census Tract 9.11, Stanislaus County, California",14000US06099000911,3018,3158,4921,234,2623,33.7,1785,863,4554,68828,266000,455,45,4921,06,099,000911
2010,"Census Tract 9.12, Stanislaus County, California",14000US06099000912,10022,8349,15942,1652,8323,32.7,4728,2465,14797,78371,345700,1818,704,15942,06,099,000912
2010,"Census Tract 10.01, Stanislaus County, California",14000US06099001001,4238,4346,6156,61,3288,40.7,2483,441,5841,46776,253600,752,62,6156,06,099,001001
2010,"Census Tract 10.02, Stanislaus County, California",14000US06099001002,2217,2049,3185,157,1657,33.6,1297,366,2875,37472,229900,705,66,3185,06,099,001002
2010,"Census Tract 11, Stanislaus County, California",14000US06099001100,2583,2239,4060,133,1992,32.8,1403,477,3642,32470,238400,807,83,4060,06,099,001100
2010,"Census Tract 12, Stanislaus County, California",14000US06099001200,2761,2533,4165,101,2272,34.1,1613,683,3794,44729,278100,973,89,4165,06,099,001200
2010,"Census Tract 13, Stanislaus County, California",14000US06099001300,4483,4353,5742,75,2958,36.5,2419,336,5154,59899,331800,264,46,5742,06,099,001300
2010,"Census Tract 14, Stanislaus County, California",14000US06099001400,3813,3160,6802,491,3537,31.1,2446,1350,6201,31028,232200,1944,153,6802,06,099,001400
2010,"Census Tract 15, Stanislaus County, California",14000US06099001500,2587,1819,6338,515,2901,31.5,1968,1429,5828,36683,218300,1192,262,6338,06,099,001500
2010,"Census Tract 16.01, Stanislaus County, California",14000US06099001601,1100,589,4639,271,2152,26.7,1178,1397,4079,28670,206600,1767,155,4639,06,099,001601
2010,"Census Tract 16.03, Stanislaus County, California",14000US06099001603,2311,1777,6078,652,2941,28.9,1599,1722,5585,35208,174900,1584,249,6078,06,099,001603
2010,"Census Tract 16.04, Stanislaus County, California",14000US06099001604,637,276,3694,554,1222,20.3,929,1274,3321,18324,211700,1834,337,3694,06,099,001604
2010,"Census Tract 17, Stanislaus County, California",14000US06099001700,525,329,2784,12,1292,26.3,758,1164,2376,21141,159100,1439,117,2784,06,099,001700
2010,"Census Tract 18, Stanislaus County, California",14000US06099001800,1307,968,1786,5,1018,38,915,100,1718,17436,174500,480,169,1786,06,099,001800
2010,"Census Tract 19, Stanislaus County, California",14000US06099001900,3856,3539,4798,85,2359,38.8,2107,258,4497,50987,303500,704,49,4798,06,099,001900
2010,"Census Tract 20.02, Stanislaus County, California",14000US06099002002,2243,1908,4010,0,1942,35.6,1329,407,3773,32267,216700,790,0,4010,06,099,002002
2010,"Census Tract 20.04, Stanislaus County, California",14000US06099002004,3291,2417,6178,62,2847,28.7,1922,1113,5554,39939,195900,1257,672,6178,06,099,002004
2010,"Census Tract 20.05, Stanislaus County, California",14000US06099002005,1786,1729,3769,407,1739,33.1,1094,1084,3532,47934,206700,495,61,3769,06,099,002005
2010,"Census Tract 20.06, Stanislaus County, California",14000US06099002006,2274,1893,4595,202,2341,31.4,1291,820,4290,64950,277700,200,86,4595,06,099,002006
2010,"Census Tract 21, Stanislaus County, California",14000US06099002100,1203,831,3755,97,1687,28.3,1124,911,3536,23088,229700,1718,22,3755,06,099,002100
2010,"Census Tract 22, Stanislaus County, California",14000US06099002200,2017,913,5939,618,2573,25.2,1649,1413,5282,26038,175600,2416,243,5939,06,099,002200
2010,"Census Tract 23.01, Stanislaus County, California",14000US06099002301,1898,1106,8171,446,3545,24.1,1958,2756,6929,35139,187800,2555,308,8171,06,099,002301
2010,"Census Tract 23.02, Stanislaus County, California",14000US06099002302,816,359,4010,131,1776,25.5,1145,1338,3546,34464,198700,1216,0,4010,06,099,002302
2010,"Census Tract 24.01, Stanislaus County, California",14000US06099002401,1882,1225,4158,131,1766,22.2,924,807,3537,47863,207200,1687,0,4158,06,099,002401
2010,"Census Tract 24.02, Stanislaus County, California",14000US06099002402,713,687,4974,0,2461,27.3,1262,2165,4505,34962,128000,1656,89,4974,06,099,002402
2010,"Census Tract 25.01, Stanislaus County, California",14000US06099002501,2738,1486,7686,792,4278,29.3,1536,2237,7136,50050,263700,1051,184,7686,06,099,002501
2010,"Census Tract 25.03, Stanislaus County, California",14000US06099002503,1957,1517,3404,0,1666,31.1,1085,934,3259,29403,122900,1466,244,3404,06,099,002503
2010,"Census Tract 25.04, Stanislaus County, California",14000US06099002504,1521,844,4744,522,2411,29.8,1255,1566,4358,58361,280400,504,274,4744,06,099,002504
2010,"Census Tract 26.02, Stanislaus County, California",14000US06099002602,2511,2075,4362,0,2291,31,1551,746,4001,34893,173200,1085,157,4362,06,099,002602
2010,"Census Tract 26.03, Stanislaus County, California",14000US06099002603,2056,1914,3166,26,1626,39.8,996,488,2922,59100,249000,474,70,3166,06,099,002603
2010,"Census Tract 26.04, Stanislaus County, California",14000US06099002604,1784,1061,4370,288,1871,25.1,1300,1220,3808,32159,235500,1185,125,4370,06,099,002604
2010,"Census Tract 26.05, Stanislaus County, California",14000US06099002605,2447,1778,4003,15,2109,33.6,1250,654,3777,38594,206200,880,54,4003,06,099,002605
2010,"Census Tract 27.01, Stanislaus County, California",14000US06099002701,2288,1916,3610,170,2091,42.2,1267,595,3319,68118,285700,192,41,3610,06,099,002701
2010,"Census Tract 27.02, Stanislaus County, California",14000US06099002702,2329,1642,7284,986,3636,29.2,1967,2311,6505,48087,245400,1329,0,7284,06,099,002702
2010,"Census Tract 28.01, Stanislaus County, California",14000US06099002801,3237,2936,5334,0,2725,30.8,1527,808,4852,60701,248300,699,23,5334,06,099,002801
2010,"Census Tract 28.02, Stanislaus County, California",14000US06099002802,3989,3470,6006,13,2807,31.6,1872,857,5560,51422,322900,1564,24,6006,06,099,002802
2010,"Census Tract 28.03, Stanislaus County, California",14000US06099002803,2011,1778,2774,48,1417,39.1,1045,271,2509,54089,229500,93,95,2774,06,099,002803
2010,"Census Tract 29.01, Stanislaus County, California",14000US06099002901,3110,3223,4105,57,2038,42.2,1538,458,3807,61154,530800,587,16,4105,06,099,002901
2010,"Census Tract 29.02, Stanislaus County, California",14000US06099002902,3747,3542,6778,182,3309,31.7,2089,1489,6186,52705,274600,868,12,6778,06,099,002902
2010,"Census Tract 30.01, Stanislaus County, California",14000US06099003001,3491,2886,9372,1410,4805,29.1,2476,2769,8712,68133,324600,680,117,9372,06,099,003001
2010,"Census Tract 30.02, Stanislaus County, California",14000US06099003002,3039,2546,6557,152,3022,28.8,1988,1923,5961,40029,209400,1534,174,6557,06,099,003002
2010,"Census Tract 31, Stanislaus County, California",14000US06099003100,2274,2294,4157,81,2043,31.5,1251,852,3902,38327,428300,831,19,4157,06,099,003100
2010,"Census Tract 32.01, Stanislaus County, California",14000US06099003201,1516,1195,5109,66,2332,28.6,1471,1873,4776,41922,169300,675,0,5109,06,099,003201
2010,"Census Tract 32.02, Stanislaus County, California",14000US06099003202,6727,4309,14561,703,7045,29.6,4162,3646,13071,64244,318900,1524,1363,14561,06,099,003202
2010,"Census Tract 33, Stanislaus County, California",14000US06099003300,2365,1640,7087,57,3418,30.8,1628,2825,6527,53611,342600,1376,224,7087,06,099,003300
2010,"Census Tract 34, Stanislaus County, California",14000US06099003400,540,622,1458,39,752,35.8,519,600,1337,43650,304300,69,0,1458,06,099,003400
2010,"Census Tract 35, Stanislaus County, California",14000US06099003500,4368,3527,10383,142,5159,29.2,3064,2438,9360,47686,220400,1965,144,10383,06,099,003500
2010,"Census Tract 36.03, Stanislaus County, California",14000US06099003603,2256,2364,4076,0,1907,29.6,1250,881,3602,45395,441800,575,0,4076,06,099,003603
2010,"Census Tract 36.04, Stanislaus County, California",14000US06099003604,5146,5294,7882,268,4112,35,2544,1105,7199,67704,362000,690,0,7882,06,099,003604
2010,"Census Tract 36.05, Stanislaus County, California",14000US06099003605,3679,4412,7603,536,3925,31.1,2785,2554,7178,52686,295000,1214,256,7603,06,099,003605
2010,"Census Tract 36.06, Stanislaus County, California",14000US06099003606,5295,6248,10770,1505,5813,30.3,3195,2972,9729,87905,337800,469,248,10770,06,099,003606
2010,"Census Tract 37, Stanislaus County, California",14000US06099003700,1859,2073,4750,252,2220,29.3,1372,1251,4429,46835,304300,497,0,4750,06,099,003700
2010,"Census Tract 38.02, Stanislaus County, California",14000US06099003802,2412,1707,6029,21,2774,26.6,1531,1599,5629,30324,214700,1679,36,6029,06,099,003802
2010,"Census Tract 38.03, Stanislaus County, California",14000US06099003803,857,600,2797,319,1526,28.9,764,1144,2603,36776,183300,507,0,2797,06,099,003803
2010,"Census Tract 38.04, Stanislaus County, California",14000US06099003804,2946,2143,6194,187,3002,28.6,2040,1468,5548,36411,206100,1541,80,6194,06,099,003804
2010,"Census Tract 38.05, Stanislaus County, California",14000US06099003805,1522,1497,2572,146,1311,26,870,590,2291,46250,285900,360,88,2572,06,099,003805
2010,"Census Tract 39.04, Stanislaus County, California",14000US06099003904,2643,2427,4579,68,2281,35.7,1800,933,4285,42179,253400,336,0,4579,06,099,003904
2010,"Census Tract 39.05, Stanislaus County, California",14000US06099003905,2912,2941,3683,60,1929,44.9,1443,248,3560,71157,307500,131,0,3683,06,099,003905
2010,"Census Tract 39.06, Stanislaus County, California",14000US06099003906,2656,2293,4588,142,2285,31.2,1720,1153,4227,27093,269600,1390,81,4588,06,099,003906
2010,"Census Tract 39.07, Stanislaus County, California",14000US06099003907,5095,5409,7117,374,3341,47.5,2711,1320,6981,60981,350600,782,182,7117,06,099,003907
2010,"Census Tract 39.08, Stanislaus County, California",14000US06099003908,1657,1497,2501,138,1306,32.1,1072,474,2350,28147,32400,554,19,2501,06,099,003908
2010,"Census Tract 39.09, Stanislaus County, California",14000US06099003909,3379,4149,5932,117,3045,32.7,2156,1606,5585,48594,253000,669,15,5932,06,099,003909
2010,"Census Tract 40, Stanislaus County, California",14000US06099004000,2306,2518,3303,98,1802,40,1214,441,3117,59886,507100,234,0,3303,06,099,004000
2010,"Census Tract 501.01, Sutter County, California",14000US06101050101,3632,2925,5647,572,2676,30.1,2266,1019,4993,36717,253100,963,270,5647,06,101,050101
2010,"Census Tract 501.02, Sutter County, California",14000US06101050102,2353,2038,4752,93,2177,29.3,1706,1109,4265,29224,184900,1446,6,4752,06,101,050102
2010,"Census Tract 502.01, Sutter County, California",14000US06101050201,1583,1265,3575,111,1813,26.7,1270,911,3095,30568,190400,1192,74,3575,06,101,050201
2010,"Census Tract 502.02, Sutter County, California",14000US06101050202,2012,2034,3708,63,1862,29.9,1418,969,3455,26627,163400,1091,13,3708,06,101,050202
2010,"Census Tract 503.01, Sutter County, California",14000US06101050301,1870,1746,2649,254,1294,36.2,985,393,2440,47215,326500,181,0,2649,06,101,050301
2010,"Census Tract 503.02, Sutter County, California",14000US06101050302,2450,2310,6238,452,2982,29.9,1832,2164,5506,41543,167100,1548,52,6238,06,101,050302
2010,"Census Tract 504.01, Sutter County, California",14000US06101050401,2813,2521,4808,838,2498,35.9,1601,1110,4390,57207,237700,370,53,4808,06,101,050401
2010,"Census Tract 504.02, Sutter County, California",14000US06101050402,2773,2371,3434,343,1780,35.9,1257,347,3108,67455,271000,315,291,3434,06,101,050402
2010,"Census Tract 504.03, Sutter County, California",14000US06101050403,1783,1610,2851,92,1676,32.5,931,299,2591,69946,262600,87,39,2851,06,101,050403
2010,"Census Tract 505.01, Sutter County, California",14000US06101050501,2980,2225,6038,2320,3010,31,1833,2216,5665,45130,245400,932,180,6038,06,101,050501
2010,"Census Tract 505.03, Sutter County, California",14000US06101050503,3641,3044,6568,1997,3257,38.4,1903,1975,6043,64525,298200,541,47,6568,06,101,050503
2010,"Census Tract 505.04, Sutter County, California",14000US06101050504,4039,3046,7692,2388,3931,35.6,2216,2581,7377,65576,260900,616,24,7692,06,101,050504
2010,"Census Tract 506.01, Sutter County, California",14000US06101050601,4216,3772,5816,803,3084,42.5,1957,726,5346,73705,312800,531,39,5816,06,101,050601
2010,"Census Tract 506.03, Sutter County, California",14000US06101050603,3589,2957,4519,594,2078,47.3,1726,325,4380,58222,292500,234,150,4519,06,101,050603
2010,"Census Tract 506.04, Sutter County, California",14000US06101050604,3733,3166,4582,235,2491,33.3,1723,514,4435,66366,325600,290,91,4582,06,101,050604
2010,"Census Tract 507.01, Sutter County, California",14000US06101050701,2275,1591,4389,531,2249,32.4,1375,1440,4034,45772,186400,1129,0,4389,06,101,050701
2010,"Census Tract 507.02, Sutter County, California",14000US06101050702,3303,2923,5878,226,2634,33.4,1818,1303,5469,44276,267900,946,65,5878,06,101,050702
2010,"Census Tract 508, Sutter County, California",14000US06101050800,3043,2832,3484,40,1821,40.3,1285,130,3307,69207,247500,207,27,3484,06,101,050800
2010,"Census Tract 509, Sutter County, California",14000US06101050900,927,868,1564,14,981,44.1,548,420,1516,47447,295700,167,0,1564,06,101,050900
2010,"Census Tract 510, Sutter County, California",14000US06101051000,1669,1567,2654,276,1317,37.1,800,521,2440,66154,346800,235,26,2654,06,101,051000
2010,"Census Tract 511, Sutter County, California",14000US06101051100,1811,1837,2574,182,1390,40.3,923,347,2423,70074,433700,173,5,2574,06,101,051100
2010,"Census Tract 1, Tehama County, California",14000US06103000100,4027,3709,4708,45,2570,44.5,1837,254,4464,38382,224500,941,156,4708,06,103,000100
2010,"Census Tract 2, Tehama County, California",14000US06103000200,6584,6272,7316,26,3827,43,2687,249,6981,46340,256000,886,25,7316,06,103,000200
2010,"Census Tract 3, Tehama County, California",14000US06103000300,3387,3287,4029,49,2025,46.8,1618,231,3811,39713,217900,830,19,4029,06,103,000300
2010,"Census Tract 4, Tehama County, California",14000US06103000400,4354,4407,5123,145,2999,47.8,2076,426,4897,57628,280700,288,0,5123,06,103,000400
2010,"Census Tract 5, Tehama County, California",14000US06103000500,4554,4384,5849,67,3090,37.4,2145,479,5540,37236,230100,1071,74,5849,06,103,000500
2010,"Census Tract 6, Tehama County, California",14000US06103000600,4127,4049,5414,142,2493,38.7,2417,340,4907,32476,189500,1421,0,5414,06,103,000600
2010,"Census Tract 7, Tehama County, California",14000US06103000700,5341,5299,8166,99,3510,32.1,2822,1163,7513,32806,202100,2318,7,8166,06,103,000700
2010,"Census Tract 8, Tehama County, California",14000US06103000800,2469,2334,3917,36,2155,39.1,1394,751,3689,31239,161200,984,9,3917,06,103,000800
2010,"Census Tract 9, Tehama County, California",14000US06103000900,2688,2663,3590,0,1956,42.5,1491,463,3388,35155,219300,700,0,3590,06,103,000900
2010,"Census Tract 10, Tehama County, California",14000US06103001000,4572,4280,7133,56,3474,36.6,2414,1279,6548,42544,205500,1352,84,7133,06,103,001000
2010,"Census Tract 11, Tehama County, California",14000US06103001100,4735,5080,7330,28,3309,29.6,2609,1121,6536,35305,205600,1606,0,7330,06,103,001100
2010,"Census Tract 1.01, Trinity County, California",14000US06105000101,2445,2449,2818,10,1608,52,1281,149,2705,40932,293100,473,0,2818,06,105,000101
2010,"Census Tract 1.02, Trinity County, California",14000US06105000102,4386,4187,4895,0,2765,42.9,2046,119,4551,46604,260900,457,31,4895,06,105,000102
2010,"Census Tract 2, Trinity County, California",14000US06105000200,2235,2060,2555,75,1570,49,942,40,2435,36250,295300,465,0,2555,06,105,000200
2010,"Census Tract 3, Trinity County, California",14000US06105000300,2489,2146,2689,76,1368,47.3,1288,92,2606,31280,229600,438,23,2689,06,105,000300
2010,"Census Tract 4, Trinity County, California",14000US06105000400,693,640,744,0,434,49.6,332,25,741,32500,269000,160,0,744,06,105,000400
2010,"Census Tract 1, Tulare County, California",14000US06107000100,3465,3482,4688,30,2725,48.4,1980,517,4353,57879,365200,697,14,4688,06,107,000100
2010,"Census Tract 2.01, Tulare County, California",14000US06107000201,1392,232,9422,964,4007,25.6,2003,4616,8452,33558,156700,3121,0,9422,06,107,000201
2010,"Census Tract 2.02, Tulare County, California",14000US06107000202,1036,576,2766,113,1244,27,691,877,2563,28699,316700,1371,0,2766,06,107,000202
2010,"Census Tract 3.01, Tulare County, California",14000US06107000301,4007,2852,6688,178,2859,30.3,1754,1351,6223,51528,332600,1020,0,6688,06,107,000301
2010,"Census Tract 3.02, Tulare County, California",14000US06107000302,664,447,3594,36,1621,26,834,1612,3183,36364,158300,1274,0,3594,06,107,000302
2010,"Census Tract 4.01, Tulare County, California",14000US06107000401,1518,622,5233,139,2654,27.2,1251,1769,4897,44770,230300,1346,0,5233,06,107,000401
2010,"Census Tract 4.02, Tulare County, California",14000US06107000402,2934,1343,6687,204,2792,27.9,2012,1348,5905,44135,207300,1289,0,6687,06,107,000402
2010,"Census Tract 5.01, Tulare County, California",14000US06107000501,1729,219,6860,41,3297,26.7,1654,2442,6098,30510,157400,2715,0,6860,06,107,000501
2010,"Census Tract 5.02, Tulare County, California",14000US06107000502,688,338,3238,25,1433,28.2,765,1365,2799,40881,203000,250,0,3238,06,107,000502
2010,"Census Tract 6, Tulare County, California",14000US06107000600,1092,302,6255,41,2543,24.3,1479,2397,5453,29638,150300,2816,0,6255,06,107,000600
2010,"Census Tract 7.01, Tulare County, California",14000US06107000701,1334,991,2580,12,1299,33,719,590,2400,53393,269000,374,41,2580,06,107,000701
2010,"Census Tract 7.02, Tulare County, California",14000US06107000702,1173,522,5764,0,2406,24.1,1448,2070,5141,29179,148900,1663,0,5764,06,107,000702
2010,"Census Tract 8, Tulare County, California",14000US06107000800,2746,2258,7469,104,3782,30.3,2105,2442,6765,46602,178600,1280,0,7469,06,107,000800
2010,"Census Tract 9, Tulare County, California",14000US06107000900,3417,2197,7578,205,4019,29.5,1826,1696,6998,38990,184800,1525,70,7578,06,107,000900
2010,"Census Tract 10.03, Tulare County, California",14000US06107001003,10669,7721,17484,1836,9030,28.8,5086,2749,15566,77761,261500,1842,160,17484,06,107,001003
2010,"Census Tract 10.04, Tulare County, California",14000US06107001004,2455,661,8817,885,3827,24.8,1972,3168,7895,36964,165300,2195,8,8817,06,107,001004
2010,"Census Tract 10.05, Tulare County, California",14000US06107001005,1758,1485,2298,108,1224,39.4,896,213,2164,78750,261500,85,0,2298,06,107,001005
2010,"Census Tract 10.06, Tulare County, California",14000US06107001006,4115,3481,4899,78,2523,38.1,2110,156,4631,57174,275300,189,152,4899,06,107,001006
2010,"Census Tract 11, Tulare County, California",14000US06107001100,2549,1312,7344,371,2959,23.1,1864,1923,6195,23667,165700,3425,0,7344,06,107,001100
2010,"Census Tract 12, Tulare County, California",14000US06107001200,806,597,1154,0,576,37.3,543,78,1016,27689,347200,227,0,1154,06,107,001200
2010,"Census Tract 13.01, Tulare County, California",14000US06107001301,4583,3051,7686,444,3981,31,2473,1305,6903,52988,231400,1540,170,7686,06,107,001301
2010,"Census Tract 13.02, Tulare County, California",14000US06107001302,4800,3150,7404,451,3426,27.2,2138,1112,6531,52346,240200,1406,147,7404,06,107,001302
2010,"Census Tract 14, Tulare County, California",14000US06107001400,3447,2730,5570,0,2788,37.6,1768,1071,5301,44758,235000,1083,18,5570,06,107,001400
2010,"Census Tract 15.01, Tulare County, California",14000US06107001501,3411,3073,5090,33,2134,30.2,1748,510,4728,45037,215300,643,0,5090,06,107,001501
2010,"Census Tract 15.02, Tulare County, California",14000US06107001502,3373,2462,5722,0,2655,29.5,1818,862,5298,45934,213900,1100,0,5722,06,107,001502
2010,"Census Tract 16.01, Tulare County, California",14000US06107001601,1725,1007,5395,0,2348,25.1,1233,1669,4877,33536,154200,1774,33,5395,06,107,001601
2010,"Census Tract 16.02, Tulare County, California",14000US06107001602,1796,1237,5614,38,2699,30.2,1541,1928,5118,32114,158800,1803,0,5614,06,107,001602
2010,"Census Tract 17.01, Tulare County, California",14000US06107001701,4286,2907,6531,32,3399,30.3,2260,782,5867,30130,173100,1900,117,6531,06,107,001701
2010,"Census Tract 17.03, Tulare County, California",14000US06107001703,4897,4355,6672,122,3595,33.9,2395,568,6204,73408,256900,419,150,6672,06,107,001703
2010,"Census Tract 17.04, Tulare County, California",14000US06107001704,3831,2570,5620,200,2961,30.3,2072,631,5114,54742,278400,856,248,5620,06,107,001704
2010,"Census Tract 18, Tulare County, California",14000US06107001800,3730,2676,4837,236,2497,33.8,1683,406,4451,57784,223100,616,0,4837,06,107,001800
2010,"Census Tract 19.01, Tulare County, California",14000US06107001901,2322,2043,3280,126,1790,41,1252,395,2985,68141,200900,266,0,3280,06,107,001901
2010,"Census Tract 19.02, Tulare County, California",14000US06107001902,3197,2892,4278,283,2238,41.2,1489,579,4019,65223,323300,151,0,4278,06,107,001902
2010,"Census Tract 20.02, Tulare County, California",14000US06107002002,3602,2749,4564,156,2201,39.5,1645,228,4305,51913,213700,397,19,4564,06,107,002002
2010,"Census Tract 20.03, Tulare County, California",14000US06107002003,4324,2366,5214,173,2823,34.8,2013,403,5041,65399,260600,649,260,5214,06,107,002003
2010,"Census Tract 20.04, Tulare County, California",14000US06107002004,3908,3148,5113,199,2444,31.7,1787,444,4719,49663,231600,678,0,5113,06,107,002004
2010,"Census Tract 20.06, Tulare County, California",14000US06107002006,3462,2945,4863,262,2285,31.8,1478,327,4395,87256,347400,149,277,4863,06,107,002006
2010,"Census Tract 20.07, Tulare County, California",14000US06107002007,5651,4516,7564,231,3779,32.7,2522,704,7047,51055,223300,787,259,7564,06,107,002007
2010,"Census Tract 20.08, Tulare County, California",14000US06107002008,2097,1501,2824,35,1148,31.7,1041,220,2507,32986,184600,394,53,2824,06,107,002008
2010,"Census Tract 20.09, Tulare County, California",14000US06107002009,3113,2152,4039,61,2095,35.7,1507,399,3673,55469,178200,597,172,4039,06,107,002009
2010,"Census Tract 21, Tulare County, California",14000US06107002100,782,857,1971,24,952,31.4,608,548,1805,41000,324300,400,48,1971,06,107,002100
2010,"Census Tract 22.02, Tulare County, California",14000US06107002202,1546,695,5430,25,2341,25.3,1384,1872,4875,30116,156600,2187,404,5430,06,107,002202
2010,"Census Tract 22.03, Tulare County, California",14000US06107002203,2003,1388,4246,44,1893,25.8,1084,1059,3911,63780,216000,448,209,4246,06,107,002203
2010,"Census Tract 22.04, Tulare County, California",14000US06107002204,2226,1461,6001,438,2806,28.5,1715,1653,5346,42639,186000,687,291,6001,06,107,002204
2010,"Census Tract 23.02, Tulare County, California",14000US06107002302,3068,2918,4580,69,2285,33.1,1615,453,4090,64479,243300,126,117,4580,06,107,002302
2010,"Census Tract 23.03, Tulare County, California",14000US06107002303,4818,4099,6015,9,2870,41.8,2266,469,5712,66774,270500,747,26,6015,06,107,002303
2010,"Census Tract 23.04, Tulare County, California",14000US06107002304,1585,1386,2094,17,977,34.1,820,258,1921,44214,188100,371,151,2094,06,107,002304
2010,"Census Tract 24, Tulare County, California",14000US06107002400,5694,4730,9583,686,4961,31,2887,1881,8864,63820,255600,602,17,9583,06,107,002400
2010,"Census Tract 25, Tulare County, California",14000US06107002500,2279,1813,4059,53,1861,28.5,1087,846,3713,50822,284100,819,37,4059,06,107,002500
2010,"Census Tract 26.01, Tulare County, California",14000US06107002601,962,565,4608,38,2002,28,1174,1721,4196,29032,190800,1657,24,4608,06,107,002601
2010,"Census Tract 26.02, Tulare County, California",14000US06107002602,990,691,5391,58,2305,24.6,1429,1594,4723,37750,174000,1310,0,5391,06,107,002602
2010,"Census Tract 27, Tulare County, California",14000US06107002700,4600,3386,5657,41,2838,50.6,2182,283,5435,52738,347500,560,27,5657,06,107,002700
2010,"Census Tract 28, Tulare County, California",14000US06107002800,938,421,3245,0,1468,25.3,930,1229,2967,20567,124500,1672,9,3245,06,107,002800
2010,"Census Tract 29.01, Tulare County, California",14000US06107002901,1493,642,3396,0,1676,30.1,1125,651,3044,23860,150800,1162,190,3396,06,107,002901
2010,"Census Tract 29.03, Tulare County, California",14000US06107002903,3365,2111,5455,121,2530,29.7,1642,822,5046,51197,196200,756,225,5455,06,107,002903
2010,"Census Tract 29.04, Tulare County, California",14000US06107002904,2885,1784,5054,8,2350,28.7,1529,750,4509,50286,192900,1100,119,5054,06,107,002904
2010,"Census Tract 30.01, Tulare County, California",14000US06107003001,1240,460,4886,248,2024,23.5,1119,1868,4259,30086,146800,1718,105,4886,06,107,003001
2010,"Census Tract 30.02, Tulare County, California",14000US06107003002,1420,797,4060,118,1721,23.1,976,1303,3544,33889,220600,1086,194,4060,06,107,003002
2010,"Census Tract 31, Tulare County, California",14000US06107003100,1492,1347,3241,19,1541,29.6,979,798,2917,38162,132700,586,66,3241,06,107,003100
2010,"Census Tract 32, Tulare County, California",14000US06107003200,1231,1256,6332,2,2734,24.1,1539,2970,5684,32852,150100,1547,0,6332,06,107,003200
2010,"Census Tract 33, Tulare County, California",14000US06107003300,3024,2316,8316,85,3699,26.7,2054,2589,7299,35720,204400,2679,5,8316,06,107,003300
2010,"Census Tract 34, Tulare County, California",14000US06107003400,2759,2480,6679,613,3211,33.6,1930,1659,6120,40000,179700,1501,10,6679,06,107,003400
2010,"Census Tract 35.01, Tulare County, California",14000US06107003501,1802,1555,3235,209,1499,31.2,897,818,3093,75368,285600,603,0,3235,06,107,003501
2010,"Census Tract 35.02, Tulare County, California",14000US06107003502,5877,3291,11309,706,5514,29.1,3203,1839,10166,66896,215900,1745,0,11309,06,107,003502
2010,"Census Tract 36.01, Tulare County, California",14000US06107003601,4458,3010,7320,192,3349,28.6,2233,1010,6633,50919,173300,1185,0,7320,06,107,003601
2010,"Census Tract 36.02, Tulare County, California",14000US06107003602,3930,2922,7196,114,3165,29,2193,1151,6491,39407,182200,1535,60,7196,06,107,003602
2010,"Census Tract 37, Tulare County, California",14000US06107003700,3095,2501,5481,251,2625,30,1754,542,4939,37095,202000,1211,0,5481,06,107,003700
2010,"Census Tract 38.01, Tulare County, California",14000US06107003801,1562,1227,2905,43,1446,33.3,1097,499,2677,32083,194500,1070,8,2905,06,107,003801
2010,"Census Tract 38.02, Tulare County, California",14000US06107003802,2019,1346,4311,212,2021,30.2,1321,1077,4066,30165,149800,1490,79,4311,06,107,003802
2010,"Census Tract 39.01, Tulare County, California",14000US06107003901,2649,1400,7520,37,3599,28.3,2049,2368,6834,31102,133100,2854,92,7520,06,107,003901
2010,"Census Tract 39.02, Tulare County, California",14000US06107003902,2168,1505,5313,198,2427,31.1,1533,1622,4822,29896,179800,1818,108,5313,06,107,003902
2010,"Census Tract 40, Tulare County, California",14000US06107004000,317,231,385,6,279,43.4,0,18,385,,,280,59,385,06,107,004000
2010,"Census Tract 41.01, Tulare County, California",14000US06107004101,2103,957,8770,175,3975,25.9,2468,3073,7780,22839,138900,3376,15,8770,06,107,004101
2010,"Census Tract 41.02, Tulare County, California",14000US06107004102,848,825,2114,0,1061,28.2,589,636,1892,34125,164600,601,0,2114,06,107,004102
2010,"Census Tract 42, Tulare County, California",14000US06107004200,1463,1044,5703,31,2499,23.5,1473,2127,4810,28875,179100,2266,235,5703,06,107,004200
2010,"Census Tract 43, Tulare County, California",14000US06107004300,820,501,7342,311,3049,21.9,1708,2922,6360,28991,147000,2650,64,7342,06,107,004300
2010,"Census Tract 44, Tulare County, California",14000US06107004400,617,141,5300,218,2252,24.5,1516,2146,4744,24565,129400,2474,0,5300,06,107,004400
2010,"Census Tract 45, Tulare County, California",14000US06107004500,1623,1484,6203,23,2829,27.1,1701,2227,5594,33277,214900,2221,0,6203,06,107,004500
